Serial Number:20382142 --

"Date Time, GMT -0400","Temp, (*F)","RH, (%)","DewPt, (*F)","Button Down","Host Connect","EOF"
2019-06-02 18:00:00,84.89,70.91,74.45, , , 
2019-06-02 18:15:00,82.65,73.95,73.55, , , 
2019-06-02 18:30:00,81.65,75.74,73.29, , , 
2019-06-02 18:45:00,80.80,79.56,73.94, , , 
2019-06-02 19:00:00,79.95,81.31,73.76, , , 
2019-06-02 19:15:00,79.33,83.41,73.92, , , 
2019-06-02 19:30:00,78.87,84.71,73.92, , , 
2019-06-02 19:45:00,78.56,84.65,73.60, , , 
2019-06-02 20:00:00,78.56,83.27,73.11, , , 
2019-06-02 20:15:00,78.48,82.84,72.88, , , 
2019-06-02 20:30:00,78.56,82.96,73.00, , , 
2019-06-02 20:45:00,78.17,84.62,73.21, , , 
2019-06-02 21:00:00,78.02,85.05,73.21, , , 
2019-06-02 21:15:00,77.71,85.92,73.21, , , 
2019-06-02 21:30:00,77.09,87.15,73.03, , , 
2019-06-02 21:45:00,76.40,89.42,73.11, , , 
2019-06-02 22:00:00,75.62,89.75,72.45, , , 
2019-06-02 22:15:00,75.55,91.05,72.80, , , 
2019-06-02 22:30:00,75.78,91.07,73.04, , , 
2019-06-02 22:45:00,75.70,90.09,72.64, , , 
2019-06-02 23:00:00,76.01,92.01,73.57, , , 
2019-06-02 23:15:00,76.71,89.89,73.57, , , 
2019-06-02 23:30:00,77.17,88.95,73.71, , , 
2019-06-02 23:45:00,77.17,89.51,73.90, , , 
2019-06-03 00:00:00,77.25,88.07,73.49, , , 
2019-06-03 00:15:00,77.17,89.40,73.86, , , 
2019-06-03 00:30:00,76.78,89.45,73.50, , , 
2019-06-03 00:45:00,76.47,89.42,73.18, , , 
2019-06-03 01:00:00,76.17,89.70,72.97, , , 
2019-06-03 01:15:00,75.47,91.38,72.83, , , 
2019-06-03 01:30:00,75.39,91.90,72.93, , , 
2019-06-03 01:45:00,75.16,91.87,72.69, , , 
2019-06-03 02:00:00,74.78,92.58,72.53, , , 
2019-06-03 02:15:00,75.01,92.61,72.77, , , 
2019-06-03 02:30:00,74.78,93.01,72.67, , , 
2019-06-03 02:45:00,75.08,93.50,73.14, , , 
2019-06-03 03:00:00,75.78,94.02,73.99, , , 
2019-06-03 03:15:00,76.17,93.20,74.11, , , 
2019-06-03 03:30:00,76.40,92.80,74.21, , , 
2019-06-03 03:45:00,76.55,91.95,74.09, , , 
2019-06-03 04:00:00,76.78,91.65,74.22, , , 
2019-06-03 04:15:00,77.17,91.27,74.48, , , 
2019-06-03 04:30:00,77.32,89.09,73.91, , , 
2019-06-03 04:45:00,77.48,89.01,74.04, , , 
2019-06-03 05:00:00,77.86,89.17,74.47, , , 
2019-06-03 05:15:00,78.40,89.23,75.03, , , 
2019-06-03 05:30:00,78.25,88.29,74.55, , , 
2019-06-03 05:45:00,78.02,88.73,74.48, , , 
2019-06-03 06:00:00,78.10,89.09,74.67, , , 
2019-06-03 06:15:00,78.64,88.70,75.08, , , 
2019-06-03 06:30:00,79.41,87.48,75.42, , , 
2019-06-03 06:45:00,80.88,84.96,75.98, , , 
2019-06-03 07:00:00,81.34,83.27,75.83, , , 
2019-06-03 07:15:00,82.57,81.96,76.56, , , 
2019-06-03 07:30:00,85.82,75.36,77.17, , , 
2019-06-03 07:45:00,85.20,75.77,76.74, , , 
2019-06-03 08:00:00,87.75,71.80,77.56, , , 
2019-06-03 08:15:00,88.06,70.20,77.17, , , 
2019-06-03 08:30:00,89.76,68.11,77.88, , , 
2019-06-03 08:45:00,90.91,66.00,78.03, , , 
2019-06-03 09:00:00,91.22,65.76,78.21, , , 
2019-06-03 09:15:00,91.53,64.82,78.06, , , 
2019-06-03 09:30:00,91.69,64.58,78.09, , , 
2019-06-03 09:45:00,91.76,64.33,78.05, , , 
2019-06-03 10:00:00,92.46,64.15,78.62, , , 
2019-06-03 10:15:00,94.00,61.52,78.81, , , 
2019-06-03 10:30:00,94.47,60.54,78.75, , , 
2019-06-03 10:45:00,93.46,61.46,78.27, , , 
2019-06-03 11:00:00,93.31,61.95,78.36, , , 
2019-06-03 11:15:00,93.62,62.50,78.92, , , 
2019-06-03 11:30:00,95.62,58.57,78.82, , , 
2019-06-03 11:45:00,94.16,58.47,77.40, , , 
2019-06-03 12:00:00,95.47,57.79,78.27, , , 
2019-06-03 12:15:00,94.31,59.52,78.09, , , 
2019-06-03 12:30:00,94.70,58.50,77.92, , , 
2019-06-03 12:45:00,95.16,58.04,78.11, , , 
2019-06-03 13:00:00,96.01,57.11,78.41, , , 
2019-06-03 13:15:00,96.71,56.61,78.79, , , 
2019-06-03 13:30:00,97.86,54.89,78.93, , , 
2019-06-03 13:45:00,98.17,53.60,78.49, , , 
2019-06-03 14:00:00,97.79,53.06,77.83, , , 
2019-06-03 14:15:00,100.03,51.42,78.93, , , 
2019-06-03 14:30:00,99.79,50.02,77.88, , , 
2019-06-03 14:45:00,99.10,51.04,77.85, , , 
2019-06-03 15:00:00,96.24,54.51,77.22, , , 
2019-06-03 15:15:00,92.00,59.83,76.08, , , 
2019-06-03 15:30:00,95.55,55.73,77.24, , , 
2019-06-03 15:45:00,94.23,57.94,77.20, , , 
2019-06-03 16:00:00,94.39,59.28,78.03, , , 
2019-06-03 16:15:00,95.32,58.07,78.27, , , 
2019-06-03 16:30:00,86.82,70.61,76.17, , , 
2019-06-03 16:45:00,89.68,66.12,76.91, , , 
2019-06-03 17:00:00,86.36,70.17,75.54, , , 
2019-06-03 17:15:00,84.27,72.80,74.64, , , 
2019-06-03 17:30:00,83.19,76.38,75.04, , , 
2019-06-03 17:45:00,82.27,78.26,74.87, , , 
2019-06-03 18:00:00,81.65,79.59,74.77, , , 
2019-06-03 18:15:00,81.11,80.79,74.70, , , 
2019-06-03 18:30:00,80.72,79.96,74.01, , , 
2019-06-03 18:45:00,80.64,79.87,73.90, , , 
2019-06-03 19:00:00,80.41,80.79,74.02, , , 
2019-06-03 19:15:00,80.10,81.59,74.01, , , 
2019-06-03 19:30:00,80.34,81.16,74.08, , , 
2019-06-03 19:45:00,80.10,82.13,74.21, , , 
2019-06-03 20:00:00,80.10,82.70,74.42, , , 
2019-06-03 20:15:00,79.72,84.31,74.62, , , 
2019-06-03 20:30:00,79.49,85.69,74.88, , , 
2019-06-03 20:45:00,79.33,86.56,75.03, , , 
2019-06-03 21:00:00,79.33,85.64,74.70, , , 
2019-06-03 21:15:00,79.10,86.09,74.63, , , 
2019-06-03 21:30:00,78.95,86.50,74.63, , , 
2019-06-03 21:45:00,78.79,86.62,74.51, , , 
2019-06-03 22:00:00,78.87,86.62,74.59, , , 
2019-06-03 22:15:00,78.48,87.79,74.61, , , 
2019-06-03 22:30:00,77.94,89.17,74.55, , , 
2019-06-03 22:45:00,78.10,88.20,74.37, , , 
2019-06-03 23:00:00,78.33,87.34,74.31, , , 
2019-06-03 23:15:00,78.71,87.45,74.73, , , 
2019-06-03 23:30:00,79.02,87.40,75.01, , , 
2019-06-03 23:45:00,79.18,88.01,75.37, , , 
2019-06-04 00:00:00,78.95,87.40,74.94, , , 
2019-06-04 00:15:00,78.87,87.37,74.85, , , 
2019-06-04 00:30:00,79.18,87.90,75.34, , , 
2019-06-04 00:45:00,79.41,87.48,75.42, , , 
2019-06-04 01:00:00,79.56,86.67,75.29, , , 
2019-06-04 01:15:00,79.64,86.25,75.22, , , 
2019-06-04 01:30:00,79.64,87.17,75.54, , , 
2019-06-04 01:45:00,79.18,87.09,75.06, , , 
2019-06-04 02:00:00,79.25,87.57,75.30, , , 
2019-06-04 02:15:00,79.25,87.54,75.29, , , 
2019-06-04 02:30:00,79.33,87.87,75.48, , , 
2019-06-04 02:45:00,79.41,87.48,75.42, , , 
2019-06-04 03:00:00,79.18,88.01,75.37, , , 
2019-06-04 03:15:00,79.10,87.95,75.28, , , 
2019-06-04 03:30:00,78.95,87.98,75.14, , , 
2019-06-04 03:45:00,79.10,88.43,75.44, , , 
2019-06-04 04:00:00,79.02,88.32,75.33, , , 
2019-06-04 04:15:00,79.33,87.57,75.37, , , 
2019-06-04 04:30:00,79.02,87.98,75.21, , , 
2019-06-04 04:45:00,79.02,88.40,75.35, , , 
2019-06-04 05:00:00,79.02,88.43,75.36, , , 
2019-06-04 05:15:00,79.10,88.43,75.44, , , 
2019-06-04 05:30:00,79.10,88.32,75.40, , , 
2019-06-04 05:45:00,79.33,88.45,75.68, , , 
2019-06-04 06:00:00,79.49,87.57,75.53, , , 
2019-06-04 06:15:00,79.95,87.65,76.01, , , 
2019-06-04 06:30:00,80.41,86.34,76.01, , , 
2019-06-04 06:45:00,81.26,84.54,76.21, , , 
2019-06-04 07:00:00,82.57,82.50,76.76, , , 
2019-06-04 07:15:00,82.65,81.56,76.49, , , 
2019-06-04 07:30:00,84.20,79.36,77.16, , , 
2019-06-04 07:45:00,86.05,75.91,77.62, , , 
2019-06-04 08:00:00,87.67,73.98,78.40, , , 
2019-06-04 08:15:00,86.67,75.01,77.85, , , 
2019-06-04 08:30:00,87.29,74.48,78.23, , , 
2019-06-04 08:45:00,88.75,71.83,78.54, , , 
2019-06-04 09:00:00,90.84,68.98,79.30, , , 
2019-06-04 09:15:00,93.15,63.97,79.19, , , 
