Serial Number:20506767 --

"Date Time, GMT -0400","Temp, (*F)","RH, (%)","DewPt, (*F)","Button Down","Host Connect","EOF"
2019-05-11 23:30:00,78.64,81.93,72.71, , , 
2019-05-11 23:45:00,78.48,83.30,73.05, , , 
2019-05-12 00:00:00,78.33,78.64,71.19, , , 
2019-05-12 00:15:00,78.56,80.22,72.00, , , 
2019-05-12 00:30:00,78.56,81.08,72.32, , , 
2019-05-12 00:45:00,78.56,82.36,72.78, , , 
2019-05-12 01:00:00,78.48,82.50,72.76, , , 
2019-05-12 01:15:00,78.33,83.24,72.87, , , 
2019-05-12 01:30:00,78.25,83.27,72.81, , , 
2019-05-12 01:45:00,78.33,83.35,72.91, , , 
2019-05-12 02:00:00,78.40,81.45,72.30, , , 
2019-05-12 02:15:00,78.25,81.45,72.15, , , 
2019-05-12 02:30:00,78.02,81.96,72.11, , , 
2019-05-12 02:45:00,77.94,82.30,72.16, , , 
2019-05-12 03:00:00,77.94,82.42,72.20, , , 
2019-05-12 03:15:00,77.86,82.87,72.29, , , 
2019-05-12 03:30:00,77.71,83.78,72.46, , , 
2019-05-12 03:45:00,77.71,84.12,72.58, , , 
2019-05-12 04:00:00,77.71,83.30,72.29, , , 
2019-05-12 04:15:00,77.94,83.35,72.54, , , 
2019-05-12 04:30:00,78.02,82.42,72.28, , , 
2019-05-12 04:45:00,78.10,81.85,72.15, , , 
2019-05-12 05:00:00,78.10,81.85,72.15, , , 
2019-05-12 05:15:00,77.86,83.21,72.41, , , 
2019-05-12 05:30:00,77.63,82.36,71.88, , , 
2019-05-12 05:45:00,77.71,82.76,72.10, , , 
2019-05-12 06:00:00,77.94,81.96,72.04, , , 
2019-05-12 06:15:00,78.64,80.68,72.25, , , 
2019-05-12 06:30:00,79.10,80.22,72.53, , , 
2019-05-12 06:45:00,80.26,78.55,73.03, , , 
2019-05-12 07:00:00,81.65,76.38,73.54, , , 
2019-05-12 07:15:00,82.27,74.92,73.56, , , 
2019-05-12 07:30:00,83.27,72.66,73.62, , , 
2019-05-12 07:45:00,83.58,73.28,74.17, , , 
2019-05-12 08:00:00,85.74,69.48,74.65, , , 
2019-05-12 08:15:00,87.75,65.70,74.88, , , 
2019-05-12 08:30:00,91.76,61.31,76.59, , , 
2019-05-12 08:45:00,94.00,57.20,76.59, , , 
2019-05-12 09:00:00,96.78,53.25,77.01, , , 
2019-05-12 09:15:00,99.72,50.02,77.80, , , 
2019-05-12 09:30:00,100.88,47.72,77.43, , , 
2019-05-12 09:45:00,101.03,46.72,76.93, , , 
2019-05-12 10:00:00,101.65,46.24,77.18, , , 
2019-05-12 10:15:00,101.88,46.24,77.39, , , 
2019-05-12 10:30:00,101.34,46.46,77.05, , , 
2019-05-12 10:45:00,100.80,46.11,76.32, , , 
2019-05-12 11:00:00,100.64,45.56,75.82, , , 
2019-05-12 11:15:00,101.57,44.07,75.66, , , 
2019-05-12 11:30:00,101.42,45.66,76.59, , , 
2019-05-12 11:45:00,103.73,43.03,76.88, , , 
2019-05-12 12:00:00,102.19,44.04,76.19, , , 
2019-05-12 12:15:00,102.34,44.59,76.71, , , 
2019-05-12 12:30:00,102.34,44.04,76.33, , , 
2019-05-12 12:45:00,101.57,44.33,75.84, , , 
2019-05-12 13:00:00,104.04,41.96,76.39, , , 
2019-05-12 13:15:00,104.97,42.58,77.66, , , 
2019-05-12 13:30:00,104.43,42.05,76.81, , , 
2019-05-12 13:45:00,104.97,41.79,77.10, , , 
2019-05-12 14:00:00,103.42,42.80,76.44, , , 
2019-05-12 14:15:00,103.35,43.32,76.74, , , 
2019-05-12 14:30:00,104.04,42.28,76.63, , , 
2019-05-12 14:45:00,103.89,41.69,76.07, , , 
2019-05-12 15:00:00,103.35,41.63,75.54, , , 
2019-05-12 15:15:00,101.57,44.01,75.62, , , 
2019-05-12 15:30:00,101.03,45.04,75.83, , , 
2019-05-12 15:45:00,99.79,46.37,75.58, , , 
2019-05-12 16:00:00,96.17,50.08,74.59, , , 
2019-05-12 16:15:00,94.85,51.83,74.41, , , 
2019-05-12 16:30:00,95.08,51.86,74.65, , , 
2019-05-12 16:45:00,93.23,53.76,74.01, , , 
2019-05-12 17:00:00,90.84,57.42,73.76, , , 
2019-05-12 17:15:00,89.29,59.86,73.56, , , 
2019-05-12 17:30:00,87.75,61.98,73.14, , , 
2019-05-12 17:45:00,86.20,64.06,72.67, , , 
2019-05-12 18:00:00,85.05,66.42,72.64, , , 
2019-05-12 18:15:00,84.04,68.50,72.60, , , 
2019-05-12 18:30:00,83.04,71.09,72.75, , , 
2019-05-12 18:45:00,82.19,73.42,72.89, , , 
2019-05-12 19:00:00,81.49,73.34,72.18, , , 
2019-05-12 19:15:00,80.95,74.42,72.10, , , 
2019-05-12 19:30:00,80.72,74.80,72.03, , , 
2019-05-12 19:45:00,80.49,74.19,71.56, , , 
2019-05-12 20:00:00,80.34,75.30,71.85, , , 
2019-05-12 20:15:00,80.57,78.55,73.33, , , 
2019-05-12 20:30:00,80.72,78.44,73.44, , , 
2019-05-12 20:45:00,80.64,77.97,73.19, , , 
2019-05-12 21:00:00,80.57,77.54,72.95, , , 
2019-05-12 21:15:00,80.41,77.19,72.66, , , 
2019-05-12 21:30:00,80.10,77.97,72.66, , , 
2019-05-12 21:45:00,80.03,78.41,72.75, , , 
2019-05-12 22:00:00,79.95,78.52,72.72, , , 
2019-05-12 22:15:00,79.72,78.03,72.31, , , 
2019-05-12 22:30:00,79.56,78.44,72.31, , , 
2019-05-12 22:45:00,79.56,78.49,72.33, , , 
2019-05-12 23:00:00,79.56,78.49,72.33, , , 
2019-05-12 23:15:00,79.56,78.32,72.27, , , 
2019-05-12 23:30:00,79.49,78.93,72.42, , , 
2019-05-12 23:45:00,79.41,80.25,72.84, , , 
2019-05-13 00:00:00,79.25,80.31,72.71, , , 
2019-05-13 00:15:00,79.18,80.22,72.60, , , 
2019-05-13 00:30:00,79.10,80.68,72.70, , , 
2019-05-13 00:45:00,79.10,80.62,72.68, , , 
2019-05-13 01:00:00,79.10,80.56,72.66, , , 
2019-05-13 01:15:00,79.02,80.68,72.62, , , 
2019-05-13 01:30:00,78.95,81.02,72.67, , , 
2019-05-13 01:45:00,78.79,80.71,72.41, , , 
2019-05-13 02:00:00,78.79,81.16,72.58, , , 
2019-05-13 02:15:00,78.79,80.65,72.39, , , 
2019-05-13 02:30:00,78.71,80.99,72.44, , , 
2019-05-13 02:45:00,78.64,81.48,72.54, , , 
2019-05-13 03:00:00,78.71,81.51,72.63, , , 
2019-05-13 03:15:00,78.87,81.45,72.76, , , 
2019-05-13 03:30:00,78.71,81.45,72.60, , , 
2019-05-13 03:45:00,78.64,81.42,72.52, , , 
2019-05-13 04:00:00,78.64,82.39,72.87, , , 
2019-05-13 04:15:00,78.79,82.87,73.19, , , 
2019-05-13 04:30:00,78.87,81.51,72.78, , , 
2019-05-13 04:45:00,78.87,81.56,72.80, , , 
2019-05-13 05:00:00,78.87,81.05,72.61, , , 
2019-05-13 05:15:00,78.95,81.65,72.90, , , 
2019-05-13 05:30:00,79.02,82.56,73.31, , , 
2019-05-13 05:45:00,79.02,81.02,72.75, , , 
2019-05-13 06:00:00,78.95,81.48,72.84, , , 
2019-05-13 06:15:00,79.41,80.13,72.80, , , 
2019-05-13 06:30:00,79.87,79.39,72.97, , , 
2019-05-13 06:45:00,80.80,76.64,72.82, , , 
2019-05-13 07:00:00,81.80,74.80,73.07, , , 
2019-05-13 07:15:00,82.27,74.54,73.41, , , 
2019-05-13 07:30:00,82.81,73.07,73.34, , , 
2019-05-13 07:45:00,83.81,71.83,73.80, , , 
2019-05-13 08:00:00,84.81,70.05,74.01, , , 
2019-05-13 08:15:00,84.97,69.45,73.90, , , 
2019-05-13 08:30:00,86.20,66.54,73.80, , , 
2019-05-13 08:45:00,87.44,64.91,74.23, , , 
2019-05-13 09:00:00,89.22,62.35,74.70, , , 
2019-05-13 09:15:00,90.91,60.23,75.26, , , 
2019-05-13 09:30:00,90.91,59.49,74.89, , , 
2019-05-13 09:45:00,91.38,58.97,75.06, , , 
2019-05-13 10:00:00,92.46,56.79,74.94, , , 
2019-05-13 10:15:00,93.62,56.14,75.67, , , 
2019-05-13 10:30:00,94.93,54.42,75.95, , , 
2019-05-13 10:45:00,94.78,54.67,75.94, , , 
2019-05-13 11:00:00,99.18,49.99,77.29, , , 
2019-05-13 11:15:00,102.03,46.17,77.48, , , 
2019-05-13 11:30:00,99.87,48.77,77.18, , , 
2019-05-13 11:45:00,98.87,49.16,76.50, , , 
2019-05-13 12:00:00,97.09,50.43,75.65, , , 
2019-05-13 12:15:00,98.71,48.10,75.71, , , 
2019-05-13 12:30:00,95.93,50.88,74.85, , , 
2019-05-13 12:45:00,100.26,45.53,75.45, , , 
2019-05-13 13:00:00,97.40,48.33,74.65, , , 
2019-05-13 13:15:00,94.54,51.23,73.78, , , 
2019-05-13 13:30:00,94.85,51.04,73.95, , , 
2019-05-13 13:45:00,96.86,49.83,75.08, , , 
2019-05-13 14:00:00,96.71,50.15,75.13, , , 
2019-05-13 14:15:00,98.33,47.01,74.67, , , 
2019-05-13 14:30:00,101.03,45.85,76.36, , , 
2019-05-13 14:45:00,99.49,44.69,74.20, , , 
2019-05-13 15:00:00,95.93,47.97,73.10, , , 
2019-05-13 15:15:00,93.69,51.48,73.15, , , 
2019-05-13 15:30:00,93.08,51.64,72.67, , , 
2019-05-13 15:45:00,93.00,53.25,73.52, , , 
2019-05-13 16:00:00,90.99,54.35,72.27, , , 
2019-05-13 16:15:00,89.99,56.33,72.40, , , 
2019-05-13 16:30:00,88.83,58.26,72.31, , , 
2019-05-13 16:45:00,88.13,59.74,72.41, , , 
2019-05-13 17:00:00,87.98,59.74,72.27, , , 
2019-05-13 17:15:00,88.06,59.25,72.09, , , 
2019-05-13 17:30:00,87.05,60.66,71.85, , , 
2019-05-13 17:45:00,85.43,64.00,71.91, , , 
2019-05-13 18:00:00,83.73,66.30,71.34, , , 
2019-05-13 18:15:00,82.65,68.68,71.35, , , 
2019-05-13 18:30:00,81.80,70.11,71.15, , , 
2019-05-13 18:45:00,81.11,71.86,71.21, , , 
2019-05-13 19:00:00,80.49,73.78,71.40, , , 
2019-05-13 19:15:00,80.03,74.80,71.36, , , 
2019-05-13 19:30:00,79.79,75.24,71.31, , , 
2019-05-13 19:45:00,79.72,75.18,71.21, , , 
2019-05-13 20:00:00,79.49,75.97,71.29, , , 
2019-05-13 20:15:00,79.25,75.94,71.06, , , 
2019-05-13 20:30:00,79.18,77.05,71.41, , , 
2019-05-13 20:45:00,79.10,77.92,71.67, , , 
2019-05-13 21:00:00,79.18,77.97,71.76, , , 
2019-05-13 21:15:00,79.18,78.26,71.87, , , 
2019-05-13 21:30:00,79.25,78.26,71.95, , , 
2019-05-13 21:45:00,79.25,77.92,71.82, , , 
2019-05-13 22:00:00,79.25,77.80,71.77, , , 
2019-05-13 22:15:00,79.25,77.51,71.66, , , 
2019-05-13 22:30:00,79.33,77.37,71.68, , , 
2019-05-13 22:45:00,79.25,77.97,71.84, , , 
2019-05-13 23:00:00,79.25,77.86,71.79, , , 
2019-05-13 23:15:00,79.18,78.44,71.94, , , 
2019-05-13 23:30:00,79.10,78.38,71.84, , , 
2019-05-13 23:45:00,79.10,78.38,71.84, , , 
2019-05-14 00:00:00,79.18,78.78,72.07, , , 
2019-05-14 00:15:00,78.95,79.16,71.98, , , 
2019-05-14 00:30:00,78.64,79.30,71.74, , , 
2019-05-14 00:45:00,78.48,79.62,71.70, , , 
2019-05-14 01:00:00,78.64,81.02,72.37, , , 
2019-05-14 01:15:00,78.48,81.08,72.24, , , 
2019-05-14 01:30:00,78.33,81.39,72.21, , , 
2019-05-14 01:45:00,78.33,81.05,72.08, , , 
2019-05-14 02:00:00,78.33,80.99,72.06, , , 
2019-05-14 02:15:00,78.17,80.96,71.90, , , 
2019-05-14 02:30:00,78.10,81.88,72.16, , , 
2019-05-14 02:45:00,78.17,81.53,72.11, , , 
2019-05-14 03:00:00,78.25,81.56,72.19, , , 
2019-05-14 03:15:00,78.40,81.45,72.30, , , 
2019-05-14 03:30:00,78.56,81.42,72.44, , , 
2019-05-14 03:45:00,78.56,80.96,72.28, , , 
2019-05-14 04:00:00,78.40,80.53,71.97, , , 
2019-05-14 04:15:00,78.17,81.53,72.11, , , 
2019-05-14 04:30:00,78.33,81.99,72.42, , , 
2019-05-14 04:45:00,78.17,81.99,72.27, , , 
2019-05-14 05:00:00,78.10,81.99,72.20, , , 
2019-05-14 05:15:00,78.02,81.36,71.90, , , 
2019-05-14 05:30:00,78.02,81.99,72.12, , , 
2019-05-14 05:45:00,78.17,81.85,72.22, , , 
2019-05-14 06:00:00,78.25,81.56,72.19, , , 
2019-05-14 06:15:00,78.87,80.13,72.27, , , 
2019-05-14 06:30:00,79.72,78.95,72.66, , , 
2019-05-14 06:45:00,80.72,77.22,72.97, , , 
2019-05-14 07:00:00,82.73,73.95,73.62, , , 
2019-05-14 07:15:00,83.58,71.24,73.33, , , 
2019-05-14 07:30:00,86.36,67.69,74.46, , , 
2019-05-14 07:45:00,88.60,63.30,74.57, , , 
2019-05-14 08:00:00,89.45,61.86,74.69, , , 
2019-05-14 08:15:00,90.76,60.48,75.24, , , 
2019-05-14 08:30:00,93.08,56.36,75.28, , , 
2019-05-14 08:45:00,90.45,59.40,74.41, , , 
2019-05-14 09:00:00,93.77,55.36,75.39, , , 
2019-05-14 09:15:00,96.55,51.35,75.70, , , 
2019-05-14 09:30:00,97.94,50.50,76.47, , , 
2019-05-14 09:45:00,99.79,48.42,76.89, , , 
2019-05-14 10:00:00,99.49,46.62,75.47, , , 
2019-05-14 10:15:00,98.95,48.10,75.92, , , 
2019-05-14 10:30:00,98.71,48.10,75.71, , , 
2019-05-14 10:45:00,100.49,47.20,76.75, , , 
2019-05-14 11:00:00,102.50,44.59,76.85, , , 
2019-05-14 11:15:00,102.27,44.04,76.26, , , 
2019-05-14 11:30:00,100.80,45.30,75.79, , , 
2019-05-14 11:45:00,100.95,45.66,76.17, , , 
2019-05-14 12:00:00,103.04,42.15,75.64, , , 
2019-05-14 12:15:00,104.74,39.89,75.49, , , 
2019-05-14 12:30:00,105.66,40.48,76.76, , , 
2019-05-14 12:45:00,107.36,39.50,77.52, , , 
2019-05-14 13:00:00,108.37,37.59,76.90, , , 
2019-05-14 13:15:00,108.68,37.06,76.75, , , 
2019-05-14 13:30:00,109.60,35.93,76.62, , , 
2019-05-14 13:45:00,109.14,37.09,77.18, , , 
2019-05-14 14:00:00,107.29,36.92,75.42, , , 
2019-05-14 14:15:00,105.66,38.05,74.89, , , 
2019-05-14 14:30:00,103.66,39.53,74.26, , , 
2019-05-14 14:45:00,100.95,43.65,74.82, , , 
2019-05-14 15:00:00,99.49,43.94,73.70, , , 
2019-05-14 15:15:00,96.94,47.97,74.01, , , 
2019-05-14 15:30:00,95.93,48.49,73.41, , , 
2019-05-14 15:45:00,96.17,48.45,73.60, , , 
2019-05-14 16:00:00,94.00,50.97,73.14, , , 
2019-05-14 16:15:00,92.69,51.10,72.01, , , 
2019-05-14 16:30:00,91.07,55.14,72.77, , , 
2019-05-14 16:45:00,91.22,54.67,72.65, , , 
2019-05-14 17:00:00,89.52,57.29,72.47, , , 
2019-05-14 17:15:00,87.90,60.48,72.56, , , 
2019-05-14 17:30:00,85.97,63.30,72.09, , , 
2019-05-14 17:45:00,84.74,65.67,72.01, , , 
2019-05-14 18:00:00,83.81,67.51,71.95, , , 
2019-05-14 18:15:00,83.04,69.27,71.98, , , 
2019-05-14 18:30:00,82.11,71.18,71.89, , , 
2019-05-14 18:45:00,81.49,71.95,71.62, , , 
2019-05-14 19:00:00,81.11,72.42,71.44, , , 
2019-05-14 19:15:00,80.64,72.48,71.02, , , 
2019-05-14 19:30:00,80.26,73.83,71.20, , , 
2019-05-14 19:45:00,80.10,74.74,71.41, , , 
2019-05-14 20:00:00,79.87,75.24,71.38, , , 
2019-05-14 20:15:00,79.87,76.06,71.70, , , 
2019-05-14 20:30:00,79.87,76.17,71.75, , , 
2019-05-14 20:45:00,79.72,75.59,71.37, , , 
2019-05-14 21:00:00,79.56,75.68,71.25, , , 
2019-05-14 21:15:00,79.49,76.44,71.47, , , 
2019-05-14 21:30:00,79.25,76.58,71.30, , , 
2019-05-14 21:45:00,79.18,77.45,71.56, , , 
2019-05-14 22:00:00,79.25,77.51,71.66, , , 
2019-05-14 22:15:00,79.25,77.45,71.64, , , 
2019-05-14 22:30:00,79.18,77.86,71.72, , , 
2019-05-14 22:45:00,79.18,78.32,71.89, , , 
2019-05-14 23:00:00,79.25,77.92,71.82, , , 
2019-05-14 23:15:00,79.25,78.32,71.97, , , 
2019-05-14 23:30:00,79.18,78.78,72.07, , , 
2019-05-14 23:45:00,79.10,78.90,72.04, , , 
2019-05-15 00:00:00,78.95,78.41,71.70, , , 
2019-05-15 00:15:00,78.71,79.19,71.77, , , 
2019-05-15 00:30:00,78.56,80.10,71.96, , , 
2019-05-15 00:45:00,78.40,80.02,71.78, , , 
2019-05-15 01:00:00,78.40,80.08,71.80, , , 
2019-05-15 01:15:00,78.33,79.67,71.58, , , 
2019-05-15 01:30:00,78.40,79.73,71.67, , , 
2019-05-15 01:45:00,78.48,79.16,71.53, , , 
2019-05-15 02:00:00,78.33,78.70,71.21, , , 
2019-05-15 02:15:00,78.02,79.59,71.24, , , 
2019-05-15 02:30:00,77.86,79.96,71.23, , , 
2019-05-15 02:45:00,77.86,80.42,71.40, , , 
2019-05-15 03:00:00,77.63,80.91,71.35, , , 
2019-05-15 03:15:00,77.56,81.91,71.64, , , 
2019-05-15 03:30:00,77.48,81.93,71.57, , , 
2019-05-15 03:45:00,77.48,80.99,71.23, , , 
2019-05-15 04:00:00,77.48,81.39,71.38, , , 
2019-05-15 04:15:00,77.32,81.91,71.41, , , 
2019-05-15 04:30:00,77.09,82.30,71.33, , , 
2019-05-15 04:45:00,77.25,82.79,71.65, , , 
2019-05-15 05:00:00,77.56,82.73,71.94, , , 
2019-05-15 05:15:00,77.56,82.36,71.80, , , 
2019-05-15 05:30:00,77.48,82.27,71.70, , , 
2019-05-15 05:45:00,77.48,83.30,72.06, , , 
2019-05-15 06:00:00,77.71,81.36,71.59, , , 
2019-05-15 06:15:00,78.56,79.13,71.60, , , 
2019-05-15 06:30:00,80.10,76.96,72.27, , , 
2019-05-15 06:45:00,81.18,74.28,72.26, , , 
2019-05-15 07:00:00,81.88,73.01,72.43, , , 
2019-05-15 07:15:00,85.28,68.02,73.57, , , 
2019-05-15 07:30:00,86.13,66.27,73.60, , , 
2019-05-15 07:45:00,86.28,66.30,73.76, , , 
2019-05-15 08:00:00,89.06,62.84,74.79, , , 
2019-05-15 08:15:00,93.46,57.67,76.33, , , 
2019-05-15 08:30:00,96.09,52.68,76.04, , , 
2019-05-15 08:45:00,94.16,53.03,74.46, , , 
2019-05-15 09:00:00,97.71,51.01,76.56, , , 
2019-05-15 09:15:00,101.80,46.69,77.61, , , 
2019-05-15 09:30:00,103.50,42.51,76.31, , , 
2019-05-15 09:45:00,102.27,43.75,76.06, , , 
2019-05-15 10:00:00,101.96,44.56,76.34, , , 
2019-05-15 10:15:00,106.36,40.19,77.15, , , 
2019-05-15 10:30:00,106.98,37.75,75.81, , , 
2019-05-15 10:45:00,104.89,41.30,76.68, , , 
2019-05-15 11:00:00,101.73,44.62,76.17, , , 
2019-05-15 11:15:00,106.67,38.54,76.17, , , 
2019-05-15 11:30:00,107.59,37.49,76.14, , , 
2019-05-15 11:45:00,108.52,37.25,76.77, , , 
2019-05-15 12:00:00,107.21,37.82,76.07, , , 
2019-05-15 12:15:00,105.51,38.28,74.94, , , 
2019-05-15 12:30:00,104.12,39.83,74.89, , , 
2019-05-15 12:45:00,105.66,39.04,75.66, , , 
2019-05-15 13:00:00,102.57,43.03,75.84, , , 
2019-05-15 13:15:00,101.49,43.68,75.32, , , 
2019-05-15 13:30:00,104.12,40.94,75.72, , , 
2019-05-15 13:45:00,108.13,38.15,77.15, , , 
2019-05-15 14:00:00,108.91,37.62,77.41, , , 
2019-05-15 14:15:00,106.20,39.40,76.42, , , 
