Serial Number:20506768 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Button Down","Host Connect","EOF"
2019-06-12 00:45:00,25.74,75.01,21.00, , , 
2019-06-12 01:00:00,25.69,74.89,20.93, , , 
2019-06-12 01:15:00,25.61,77.22,21.35, , , 
2019-06-12 01:30:00,25.57,77.83,21.44, , , 
2019-06-12 01:45:00,25.52,77.31,21.28, , , 
2019-06-12 02:00:00,25.57,77.19,21.30, , , 
2019-06-12 02:15:00,25.52,76.79,21.17, , , 
2019-06-12 02:30:00,25.65,76.93,21.33, , , 
2019-06-12 02:45:00,25.74,76.44,21.31, , , 
2019-06-12 03:00:00,25.61,72.63,20.35, , , 
2019-06-12 03:15:00,25.65,77.39,21.43, , , 
2019-06-12 03:30:00,25.65,76.41,21.22, , , 
2019-06-12 03:45:00,24.97,80.93,21.49, , , 
2019-06-12 04:00:00,24.92,81.33,21.53, , , 
2019-06-12 04:15:00,25.22,78.70,21.28, , , 
2019-06-12 04:30:00,25.18,77.60,21.01, , , 
2019-06-12 04:45:00,25.18,76.32,20.74, , , 
2019-06-12 05:00:00,25.18,76.79,20.84, , , 
2019-06-12 05:15:00,25.14,77.10,20.87, , , 
2019-06-12 05:30:00,25.27,77.25,21.02, , , 
2019-06-12 05:45:00,25.31,77.22,21.06, , , 
2019-06-12 06:00:00,25.65,77.86,21.52, , , 
2019-06-12 06:15:00,25.99,75.42,21.34, , , 
2019-06-12 06:30:00,26.77,71.86,21.29, , , 
2019-06-12 06:45:00,27.71,69.21,21.58, , , 
2019-06-12 07:00:00,28.14,68.74,21.88, , , 
2019-06-12 07:15:00,28.48,67.00,21.78, , , 
2019-06-12 07:30:00,29.98,60.82,21.62, , , 
2019-06-12 07:45:00,30.84,59.96,22.19, , , 
2019-06-12 08:00:00,31.87,56.29,22.11, , , 
2019-06-12 08:15:00,31.57,55.98,21.74, , , 
2019-06-12 08:30:00,31.06,59.22,22.18, , , 
2019-06-12 08:45:00,32.04,57.82,22.71, , , 
2019-06-12 09:00:00,32.64,56.39,22.86, , , 
2019-06-12 09:15:00,32.60,57.14,23.04, , , 
2019-06-12 09:30:00,33.25,55.98,23.30, , , 
2019-06-12 09:45:00,33.12,55.95,23.17, , , 
2019-06-12 10:00:00,32.94,55.17,22.78, , , 
2019-06-12 10:15:00,34.40,52.24,23.22, , , 
2019-06-12 10:30:00,34.15,53.00,23.22, , , 
2019-06-12 10:45:00,35.05,50.75,23.33, , , 
2019-06-12 11:00:00,35.39,50.85,23.68, , , 
2019-06-12 11:15:00,34.36,52.78,23.35, , , 
2019-06-12 11:30:00,34.79,51.54,23.35, , , 
2019-06-12 11:45:00,35.05,48.65,22.63, , , 
2019-06-12 12:00:00,34.96,51.04,23.35, , , 
2019-06-12 12:15:00,35.52,49.22,23.26, , , 
2019-06-12 12:30:00,35.22,49.76,23.16, , , 
2019-06-12 12:45:00,35.26,50.31,23.38, , , 
2019-06-12 13:00:00,34.53,52.05,23.28, , , 
2019-06-12 13:15:00,35.05,52.11,23.77, , , 
2019-06-12 13:30:00,34.66,52.02,23.39, , , 
2019-06-12 13:45:00,34.92,51.32,23.40, , , 
2019-06-12 14:00:00,34.49,53.31,23.64, , , 
2019-06-12 14:15:00,34.19,52.78,23.19, , , 
2019-06-12 14:30:00,32.04,58.84,23.00, , , 
2019-06-12 14:45:00,31.61,61.31,23.28, , , 
2019-06-12 15:00:00,32.56,58.91,23.50, , , 
2019-06-12 15:15:00,29.77,68.53,23.38, , , 
2019-06-12 15:30:00,28.27,73.63,23.13, , , 
2019-06-12 15:45:00,30.28,66.81,23.45, , , 
2019-06-12 16:00:00,31.01,61.74,22.83, , , 
2019-06-12 16:15:00,31.27,60.02,22.61, , , 
2019-06-12 16:30:00,30.71,61.19,22.40, , , 
2019-06-12 16:45:00,31.40,60.05,22.74, , , 
2019-06-12 17:00:00,30.71,62.69,22.80, , , 
2019-06-12 17:15:00,30.24,63.36,22.53, , , 
2019-06-12 17:30:00,29.43,65.67,22.35, , , 
2019-06-12 17:45:00,28.57,69.39,22.44, , , 
2019-06-12 18:00:00,27.97,72.07,22.49, , , 
2019-06-12 18:15:00,27.54,73.42,22.39, , , 
2019-06-12 18:30:00,27.32,74.86,22.50, , , 
2019-06-12 18:45:00,27.15,74.77,22.31, , , 
2019-06-12 19:00:00,26.85,76.06,22.30, , , 
2019-06-12 19:15:00,26.68,76.15,22.16, , , 
2019-06-12 19:30:00,26.60,78.00,22.47, , , 
2019-06-12 19:45:00,26.55,78.87,22.61, , , 
2019-06-12 20:00:00,26.55,77.39,22.30, , , 
2019-06-12 20:15:00,26.51,77.86,22.36, , , 
2019-06-12 20:30:00,26.55,77.97,22.42, , , 
2019-06-12 20:45:00,26.04,82.08,22.77, , , 
2019-06-12 21:00:00,25.48,84.68,22.74, , , 
2019-06-12 21:15:00,25.61,82.76,22.49, , , 
2019-06-12 21:30:00,25.61,81.53,22.24, , , 
2019-06-12 21:45:00,25.78,81.05,22.31, , , 
2019-06-12 22:00:00,25.99,78.87,22.07, , , 
2019-06-12 22:15:00,26.04,80.25,22.40, , , 
2019-06-12 22:30:00,26.12,80.73,22.58, , , 
2019-06-12 22:45:00,26.21,80.28,22.57, , , 
2019-06-12 23:00:00,26.34,78.93,22.42, , , 
2019-06-12 23:15:00,26.34,78.41,22.31, , , 
2019-06-12 23:30:00,26.25,78.32,22.20, , , 
2019-06-12 23:45:00,26.30,80.13,22.62, , , 
2019-06-13 00:00:00,26.21,80.16,22.55, , , 
2019-06-13 00:15:00,26.25,79.85,22.52, , , 
2019-06-13 00:30:00,26.25,79.21,22.39, , , 
2019-06-13 00:45:00,26.21,79.76,22.46, , , 
2019-06-13 01:00:00,26.25,79.73,22.50, , , 
2019-06-13 01:15:00,26.21,79.65,22.44, , , 
2019-06-13 01:30:00,26.25,78.90,22.33, , , 
2019-06-13 01:45:00,26.21,77.97,22.09, , , 
2019-06-13 02:00:00,26.12,77.94,22.00, , , 
2019-06-13 02:15:00,26.04,78.35,22.00, , , 
2019-06-13 02:30:00,26.08,78.35,22.04, , , 
2019-06-13 02:45:00,26.12,77.94,22.00, , , 
2019-06-13 03:00:00,25.99,78.87,22.07, , , 
2019-06-13 03:15:00,26.12,79.30,22.28, , , 
2019-06-13 03:30:00,26.04,81.62,22.68, , , 
2019-06-13 03:45:00,25.48,81.82,22.17, , , 
2019-06-13 04:00:00,25.74,80.48,22.15, , , 
2019-06-13 04:15:00,25.87,78.72,21.91, , , 
2019-06-13 04:30:00,25.87,79.59,22.09, , , 
2019-06-13 04:45:00,25.91,79.59,22.14, , , 
2019-06-13 05:00:00,25.95,79.24,22.11, , , 
2019-06-13 05:15:00,25.91,78.78,21.97, , , 
2019-06-13 05:30:00,25.99,79.79,22.26, , , 
2019-06-13 05:45:00,26.21,79.19,22.34, , , 
2019-06-13 06:00:00,26.21,76.87,21.86, , , 
2019-06-13 06:15:00,26.38,77.42,22.14, , , 
2019-06-13 06:30:00,26.68,76.03,22.13, , , 
2019-06-13 06:45:00,27.32,73.01,22.09, , , 
2019-06-13 07:00:00,28.65,67.42,22.05, , , 
2019-06-13 07:15:00,28.48,67.96,22.02, , , 
2019-06-13 07:30:00,28.65,69.81,22.62, , , 
2019-06-13 07:45:00,30.28,62.60,22.37, , , 
2019-06-13 08:00:00,31.27,59.49,22.46, , , 
2019-06-13 08:15:00,30.67,62.41,22.69, , , 
2019-06-13 08:30:00,31.23,61.00,22.84, , , 
2019-06-13 08:45:00,31.70,58.53,22.60, , , 
2019-06-13 09:00:00,32.22,57.07,22.66, , , 
2019-06-13 09:15:00,33.59,53.94,23.00, , , 
2019-06-13 09:30:00,33.33,54.70,22.99, , , 
2019-06-13 09:45:00,32.86,55.67,22.85, , , 
2019-06-13 10:00:00,32.86,55.67,22.85, , , 
2019-06-13 10:15:00,33.85,52.68,22.85, , , 
2019-06-13 10:30:00,34.49,51.99,23.22, , , 
2019-06-13 10:45:00,35.39,47.94,22.70, , , 
2019-06-13 11:00:00,33.63,53.19,22.81, , , 
2019-06-13 11:15:00,35.00,50.46,23.20, , , 
2019-06-13 11:30:00,35.35,49.54,23.21, , , 
2019-06-13 11:45:00,35.48,48.74,23.06, , , 
2019-06-13 12:00:00,35.86,48.01,23.16, , , 
2019-06-13 12:15:00,35.52,48.49,23.01, , , 
2019-06-13 12:30:00,35.18,50.56,23.39, , , 
2019-06-13 12:45:00,35.35,51.10,23.72, , , 
2019-06-13 13:00:00,35.60,48.71,23.16, , , 
2019-06-13 13:15:00,35.56,49.48,23.38, , , 
2019-06-13 13:30:00,35.65,48.26,23.05, , , 
2019-06-13 13:45:00,35.22,49.70,23.14, , , 
2019-06-13 14:00:00,35.09,50.46,23.28, , , 
2019-06-13 14:15:00,34.79,51.04,23.19, , , 
2019-06-13 14:30:00,34.75,50.75,23.06, , , 
2019-06-13 14:45:00,34.19,52.24,23.02, , , 
2019-06-13 15:00:00,34.19,51.99,22.94, , , 
2019-06-13 15:15:00,33.42,53.91,22.83, , , 
2019-06-13 15:30:00,33.37,53.91,22.79, , , 
2019-06-13 15:45:00,32.60,56.42,22.83, , , 
2019-06-13 16:00:00,32.26,57.85,22.92, , , 
2019-06-13 16:15:00,33.12,55.42,23.01, , , 
2019-06-13 16:30:00,30.76,61.68,22.57, , , 
2019-06-13 16:45:00,30.54,61.16,22.23, , , 
2019-06-13 17:00:00,30.46,61.13,22.14, , , 
2019-06-13 17:15:00,29.17,64.39,21.79, , , 
2019-06-13 17:30:00,28.95,65.85,21.95, , , 
2019-06-13 17:45:00,28.48,67.75,21.97, , , 
2019-06-13 18:00:00,28.35,69.27,22.21, , , 
2019-06-13 18:15:00,27.97,70.23,22.07, , , 
2019-06-13 18:30:00,27.02,71.39,21.43, , , 
2019-06-13 18:45:00,26.30,74.25,21.37, , , 
2019-06-13 19:00:00,26.38,74.28,21.46, , , 
2019-06-13 19:15:00,26.60,72.86,21.35, , , 
2019-06-13 19:30:00,26.68,72.83,21.43, , , 
2019-06-13 19:45:00,26.72,75.74,22.11, , , 
2019-06-13 20:00:00,26.77,75.15,22.02, , , 
2019-06-13 20:15:00,26.77,71.39,21.18, , , 
2019-06-13 20:30:00,26.72,72.86,21.48, , , 
2019-06-13 20:45:00,26.68,72.83,21.43, , , 
2019-06-13 21:00:00,26.64,72.89,21.40, , , 
2019-06-13 21:15:00,26.68,73.69,21.62, , , 
2019-06-13 21:30:00,26.72,73.86,21.70, , , 
2019-06-13 21:45:00,26.68,71.95,21.23, , , 
2019-06-13 22:00:00,26.64,75.07,21.88, , , 
2019-06-13 22:15:00,26.64,74.60,21.78, , , 
2019-06-13 22:30:00,26.72,75.27,22.01, , , 
2019-06-13 22:45:00,26.64,75.07,21.88, , , 
2019-06-13 23:00:00,26.60,75.71,21.98, , , 
2019-06-13 23:15:00,26.55,75.59,21.91, , , 
2019-06-13 23:30:00,26.55,75.59,21.91, , , 
2019-06-13 23:45:00,26.60,76.17,22.08, , , 
2019-06-14 00:00:00,26.60,76.17,22.08, , , 
2019-06-14 00:15:00,26.51,76.06,21.97, , , 
2019-06-14 00:30:00,26.51,76.06,21.97, , , 
2019-06-14 00:45:00,26.47,76.06,21.93, , , 
2019-06-14 01:00:00,26.34,77.37,22.09, , , 
2019-06-14 01:15:00,26.47,76.06,21.93, , , 
2019-06-14 01:30:00,26.38,76.15,21.87, , , 
2019-06-14 01:45:00,26.42,76.90,22.07, , , 
2019-06-14 02:00:00,26.38,75.56,21.74, , , 
2019-06-14 02:15:00,26.30,76.58,21.88, , , 
2019-06-14 02:30:00,26.42,76.49,21.98, , , 
2019-06-14 02:45:00,26.38,75.21,21.66, , , 
2019-06-14 03:00:00,26.34,76.15,21.83, , , 
2019-06-14 03:15:00,26.25,76.87,21.90, , , 
2019-06-14 03:30:00,26.25,77.45,22.02, , , 
2019-06-14 03:45:00,26.30,77.54,22.08, , , 
2019-06-14 04:00:00,26.38,76.61,21.97, , , 
2019-06-14 04:15:00,26.34,77.08,22.02, , , 
2019-06-14 04:30:00,26.34,76.44,21.89, , , 
2019-06-14 04:45:00,26.30,77.42,22.06, , , 
2019-06-14 05:00:00,26.25,76.93,21.91, , , 
2019-06-14 05:15:00,26.25,77.51,22.03, , , 
2019-06-14 05:30:00,26.34,77.54,22.12, , , 
2019-06-14 05:45:00,26.42,77.92,22.29, , , 
2019-06-14 06:00:00,26.42,77.86,22.27, , , 
2019-06-14 06:15:00,26.51,77.57,22.30, , , 
2019-06-14 06:30:00,26.77,76.70,22.36, , , 
2019-06-14 06:45:00,27.41,73.86,22.36, , , 
2019-06-14 07:00:00,28.61,70.76,22.81, , , 
2019-06-14 07:15:00,28.61,71.36,22.95, , , 
2019-06-14 07:30:00,29.34,69.39,23.18, , , 
2019-06-14 07:45:00,30.50,65.37,23.29, , , 
2019-06-14 08:00:00,30.76,65.15,23.48, , , 
2019-06-14 08:15:00,31.49,61.80,23.29, , , 
2019-06-14 08:30:00,32.09,59.09,23.11, , , 
2019-06-14 08:45:00,32.60,58.19,23.34, , , 
2019-06-14 09:00:00,31.79,62.35,23.72, , , 
2019-06-14 09:15:00,30.76,64.42,23.30, , , 
2019-06-14 09:30:00,26.38,81.59,23.01, , , 
2019-06-14 09:45:00,26.17,83.83,23.25, , , 
2019-06-14 10:00:00,28.83,74.74,23.92, , , 
2019-06-14 10:15:00,30.07,69.69,23.95, , , 
2019-06-14 10:30:00,29.98,69.01,23.70, , , 
2019-06-14 10:45:00,29.21,73.25,23.96, , , 
2019-06-14 11:00:00,27.37,80.93,23.83, , , 
2019-06-14 11:15:00,28.61,71.77,23.04, , , 
2019-06-14 11:30:00,30.11,72.10,24.56, , , 
2019-06-14 11:45:00,30.80,65.18,23.53, , , 
2019-06-14 12:00:00,29.73,66.72,22.90, , , 
2019-06-14 12:15:00,28.95,70.47,23.07, , , 
2019-06-14 12:30:00,29.04,71.77,23.45, , , 
2019-06-14 12:45:00,30.16,67.57,23.52, , , 
2019-06-14 13:00:00,31.27,61.77,23.08, , , 
2019-06-14 13:15:00,32.52,61.46,24.17, , , 
2019-06-14 13:30:00,33.07,58.78,23.95, , , 
2019-06-14 13:45:00,30.41,66.81,23.57, , , 
2019-06-14 14:00:00,30.59,67.36,23.87, , , 
2019-06-14 14:15:00,31.87,62.11,23.74, , , 
2019-06-14 14:30:00,32.52,58.69,23.40, , , 
2019-06-14 14:45:00,31.66,61.34,23.33, , , 
2019-06-14 15:00:00,30.20,66.54,23.30, , , 
2019-06-14 15:15:00,29.77,68.05,23.27, , , 
2019-06-14 15:30:00,30.59,68.29,24.10, , , 
2019-06-14 15:45:00,30.41,67.33,23.70, , , 
2019-06-14 16:00:00,32.30,60.94,23.83, , , 
2019-06-14 16:15:00,30.89,66.18,23.86, , , 
2019-06-14 16:30:00,29.77,69.51,23.62, , , 
2019-06-14 16:45:00,29.38,68.92,23.11, , , 
2019-06-14 17:00:00,29.17,68.95,22.91, , , 
2019-06-14 17:15:00,29.47,68.56,23.10, , , 
2019-06-14 17:30:00,29.34,69.57,23.22, , , 
2019-06-14 17:45:00,28.44,72.78,23.11, , , 
2019-06-14 18:00:00,28.05,74.48,23.12, , , 
2019-06-14 18:15:00,27.80,73.01,22.54, , , 
2019-06-14 18:30:00,27.50,75.42,22.79, , , 
2019-06-14 18:45:00,27.24,77.25,22.93, , , 
2019-06-14 19:00:00,27.02,77.51,22.78, , , 
2019-06-14 19:15:00,26.85,77.16,22.54, , , 
2019-06-14 19:30:00,26.68,77.89,22.53, , , 
2019-06-14 19:45:00,26.64,78.35,22.59, , , 
2019-06-14 20:00:00,26.72,79.30,22.87, , , 
2019-06-14 20:15:00,26.81,79.96,23.09, , , 
2019-06-14 20:30:00,26.94,79.53,23.13, , , 
2019-06-14 20:45:00,26.94,78.87,22.99, , , 
2019-06-14 21:00:00,26.90,77.08,22.57, , , 
2019-06-14 21:15:00,26.81,77.63,22.60, , , 
2019-06-14 21:30:00,26.77,78.55,22.75, , , 
2019-06-14 21:45:00,26.77,79.36,22.92, , , 
2019-06-14 22:00:00,26.81,79.04,22.90, , , 
2019-06-14 22:15:00,26.77,80.76,23.21, , , 
2019-06-14 22:30:00,26.85,80.71,23.28, , , 
2019-06-14 22:45:00,26.64,81.13,23.16, , , 
2019-06-14 23:00:00,26.60,79.90,22.87, , , 
2019-06-14 23:15:00,26.72,79.36,22.88, , , 
2019-06-14 23:30:00,26.68,79.82,22.93, , , 
2019-06-14 23:45:00,26.72,80.33,23.08, , , 
2019-06-15 00:00:00,26.77,80.22,23.10, , , 
2019-06-15 00:15:00,25.99,83.41,22.99, , , 
2019-06-15 00:30:00,24.92,88.15,22.85, , , 
2019-06-15 00:45:00,24.84,87.57,22.66, , , 
2019-06-15 01:00:00,24.62,89.84,22.87, , , 
2019-06-15 01:15:00,24.36,91.10,22.85, , , 
2019-06-15 01:30:00,24.45,92.44,23.18, , , 
2019-06-15 01:45:00,24.88,89.89,23.14, , , 
2019-06-15 02:00:00,25.18,88.54,23.18, , , 
2019-06-15 02:15:00,25.31,87.65,23.14, , , 
2019-06-15 02:30:00,25.52,86.84,23.20, , , 
2019-06-15 02:45:00,25.65,87.29,23.41, , , 
2019-06-15 03:00:00,25.74,85.64,23.18, , , 
2019-06-15 03:15:00,25.78,85.52,23.20, , , 
2019-06-15 03:30:00,25.87,82.84,22.75, , , 
2019-06-15 03:45:00,25.65,86.42,23.24, , , 
2019-06-15 04:00:00,25.39,86.78,23.06, , , 
2019-06-15 04:15:00,25.31,85.89,22.80, , , 
2019-06-15 04:30:00,25.48,84.23,22.65, , , 
2019-06-15 04:45:00,25.57,83.69,22.63, , , 
2019-06-15 05:00:00,25.69,84.29,22.87, , , 
2019-06-15 05:15:00,25.78,83.86,22.87, , , 
2019-06-15 05:30:00,25.95,85.22,23.31, , , 
2019-06-15 05:45:00,25.39,88.70,23.42, , , 
2019-06-15 06:00:00,25.39,87.70,23.24, , , 
2019-06-15 06:15:00,25.61,85.16,22.96, , , 
2019-06-15 06:30:00,26.04,82.84,22.92, , , 
2019-06-15 06:45:00,26.64,82.98,23.54, , , 
2019-06-15 07:00:00,27.15,80.76,23.59, , , 
2019-06-15 07:15:00,28.14,77.37,23.83, , , 
2019-06-15 07:30:00,28.27,76.06,23.67, , , 
2019-06-15 07:45:00,28.83,74.71,23.92, , , 
2019-06-15 08:00:00,28.91,73.78,23.79, , , 
2019-06-15 08:15:00,29.98,70.64,24.09, , , 
2019-06-15 08:30:00,30.46,69.24,24.21, , , 
2019-06-15 08:45:00,30.11,69.51,23.95, , , 
2019-06-15 09:00:00,30.89,68.83,24.52, , , 
2019-06-15 09:15:00,31.10,67.75,24.46, , , 
2019-06-15 09:30:00,30.84,67.66,24.19, , , 
2019-06-15 09:45:00,30.89,67.78,24.26, , , 
2019-06-15 10:00:00,32.99,59.28,24.01, , , 
2019-06-15 10:15:00,33.55,59.31,24.54, , , 
2019-06-15 10:30:00,32.13,62.17,24.00, , , 
2019-06-15 10:45:00,33.89,57.60,24.37, , , 
2019-06-15 11:00:00,33.07,58.22,23.79, , , 
2019-06-15 11:15:00,32.90,59.46,23.98, , , 
2019-06-15 11:30:00,31.36,64.03,23.76, , , 
2019-06-15 11:45:00,33.63,59.59,24.70, , , 
2019-06-15 12:00:00,34.53,54.86,24.15, , , 
2019-06-15 12:15:00,35.00,54.45,24.47, , , 
2019-06-15 12:30:00,34.66,54.35,24.12, , , 
2019-06-15 12:45:00,34.62,52.05,23.36, , , 
2019-06-15 13:00:00,34.75,53.06,23.80, , , 
2019-06-15 13:15:00,34.19,55.11,23.91, , , 
2019-06-15 13:30:00,35.22,52.08,23.92, , , 
2019-06-15 13:45:00,35.43,50.85,23.72, , , 
2019-06-15 14:00:00,32.82,56.45,23.04, , , 
2019-06-15 14:15:00,31.53,61.31,23.20, , , 
2019-06-15 14:30:00,31.27,62.02,23.15, , , 
2019-06-15 14:45:00,30.71,64.42,23.25, , , 
2019-06-15 15:00:00,32.69,58.47,23.50, , , 
2019-06-15 15:15:00,33.07,57.48,23.58, , , 
2019-06-15 15:30:00,33.55,56.79,23.82, , , 
2019-06-15 15:45:00,33.50,56.79,23.78, , , 
2019-06-15 16:00:00,32.77,59.25,23.80, , , 
2019-06-15 16:15:00,32.77,59.25,23.80, , , 
2019-06-15 16:30:00,31.57,61.31,23.24, , , 
2019-06-15 16:45:00,31.61,62.32,23.55, , , 
2019-06-15 17:00:00,30.37,65.33,23.16, , , 
2019-06-15 17:15:00,29.38,67.96,22.88, , , 
2019-06-15 17:30:00,28.78,70.76,22.97, , , 
2019-06-15 17:45:00,28.31,72.07,22.82, , , 
2019-06-15 18:00:00,28.14,72.60,22.78, , , 
2019-06-15 18:15:00,27.88,74.07,22.86, , , 
2019-06-15 18:30:00,27.67,74.92,22.84, , , 
2019-06-15 18:45:00,27.41,75.82,22.79, , , 
2019-06-15 19:00:00,27.32,75.27,22.59, , , 
2019-06-15 19:15:00,27.24,76.79,22.84, , , 
2019-06-15 19:30:00,27.15,76.29,22.65, , , 
2019-06-15 19:45:00,27.02,77.51,22.78, , , 
2019-06-15 20:00:00,27.11,77.05,22.77, , , 
2019-06-15 20:15:00,27.20,76.67,22.77, , , 
2019-06-15 20:30:00,27.24,76.67,22.81, , , 
2019-06-15 20:45:00,27.28,76.67,22.85, , , 
2019-06-15 21:00:00,27.20,77.25,22.89, , , 
2019-06-15 21:15:00,27.07,80.82,23.52, , , 
2019-06-15 21:30:00,26.81,79.50,22.99, , , 
2019-06-15 21:45:00,27.07,78.03,22.94, , , 
2019-06-15 22:00:00,27.20,78.00,23.05, , , 
2019-06-15 22:15:00,27.11,78.58,23.09, , , 
2019-06-15 22:30:00,25.91,84.20,23.07, , , 
2019-06-15 22:45:00,25.09,88.07,23.01, , , 
2019-06-15 23:00:00,25.18,87.65,23.01, , , 
2019-06-15 23:15:00,25.27,88.12,23.19, , , 
2019-06-15 23:30:00,25.74,85.97,23.24, , , 
2019-06-15 23:45:00,25.95,84.31,23.13, , , 
2019-06-16 00:00:00,26.04,84.68,23.29, , , 
2019-06-16 00:15:00,26.17,83.81,23.24, , , 
2019-06-16 00:30:00,26.25,84.37,23.44, , , 
2019-06-16 00:45:00,26.08,84.37,23.27, , , 
2019-06-16 01:00:00,26.21,85.75,23.66, , , 
2019-06-16 01:15:00,26.17,86.17,23.70, , , 
2019-06-16 01:30:00,26.21,86.20,23.75, , , 
2019-06-16 01:45:00,25.99,86.48,23.59, , , 
2019-06-16 02:00:00,25.65,89.64,23.85, , , 
2019-06-16 02:15:00,25.52,90.50,23.88, , , 
2019-06-16 02:30:00,25.44,90.47,23.79, , , 
2019-06-16 02:45:00,25.31,90.44,23.66, , , 
2019-06-16 03:00:00,25.31,89.89,23.56, , , 
2019-06-16 03:15:00,25.35,91.35,23.87, , , 
2019-06-16 03:30:00,25.39,89.04,23.49, , , 
2019-06-16 03:45:00,25.44,90.03,23.71, , , 
2019-06-16 04:00:00,25.39,89.15,23.51, , , 
2019-06-16 04:15:00,25.39,87.26,23.15, , , 
2019-06-16 04:30:00,25.48,88.62,23.49, , , 
2019-06-16 04:45:00,25.27,85.89,22.76, , , 
2019-06-16 05:00:00,24.84,84.99,22.17, , , 
2019-06-16 05:15:00,24.75,88.07,22.67, , , 
2019-06-16 05:30:00,25.05,88.07,22.97, , , 
2019-06-16 05:45:00,25.31,88.65,23.33, , , 
2019-06-16 06:00:00,25.65,89.20,23.77, , , 
2019-06-16 06:15:00,26.12,85.72,23.57, , , 
2019-06-16 06:30:00,26.68,83.47,23.68, , , 
2019-06-16 06:45:00,27.02,82.62,23.84, , , 
2019-06-16 07:00:00,27.67,79.21,23.77, , , 
2019-06-16 07:15:00,28.10,78.23,23.98, , , 
2019-06-16 07:30:00,29.38,73.78,24.24, , , 
2019-06-16 07:45:00,29.73,73.34,24.47, , , 
2019-06-16 08:00:00,29.38,73.31,24.14, , , 
2019-06-16 08:15:00,30.03,71.06,24.23, , , 
2019-06-16 08:30:00,29.26,73.28,24.00, , , 
2019-06-16 08:45:00,28.83,76.64,24.34, , , 
2019-06-16 09:00:00,31.83,66.57,24.86, , , 
2019-06-16 09:15:00,33.37,62.11,25.15, , , 
2019-06-16 09:30:00,31.57,65.30,24.29, , , 
2019-06-16 09:45:00,31.70,68.35,25.18, , , 
2019-06-16 10:00:00,31.27,65.00,23.93, , , 
2019-06-16 10:15:00,31.92,66.09,24.82, , , 
2019-06-16 10:30:00,29.43,76.17,24.82, , , 
2019-06-16 10:45:00,31.10,69.72,24.94, , , 
2019-06-16 11:00:00,33.25,61.59,24.89, , , 
2019-06-16 11:15:00,34.40,59.22,25.32, , , 
2019-06-16 11:30:00,35.26,55.98,25.17, , , 
2019-06-16 11:45:00,34.62,57.20,24.93, , , 
2019-06-16 12:00:00,33.85,58.10,24.48, , , 
2019-06-16 12:15:00,33.67,58.57,24.45, , , 
2019-06-16 12:30:00,34.36,57.70,24.84, , , 
2019-06-16 12:45:00,35.13,56.23,25.13, , , 
2019-06-16 13:00:00,34.96,57.23,25.26, , , 
2019-06-16 13:15:00,34.32,56.36,24.41, , , 
2019-06-16 13:30:00,33.59,60.39,24.88, , , 
2019-06-16 13:45:00,35.22,55.73,25.06, , , 
2019-06-16 14:00:00,33.33,59.59,24.42, , , 
2019-06-16 14:15:00,34.36,55.86,24.30, , , 
2019-06-16 14:30:00,35.43,53.16,24.46, , , 
2019-06-16 14:45:00,34.57,55.42,24.36, , , 
