Serial Number:20506768 --

"Date Time, GMT -0400","Temp, (*F)","RH, (%)","DewPt, (*F)","Button Down","Host Connect","EOF"
2019-06-14 00:15:00,79.72,76.06,71.55, , , 
2019-06-14 00:30:00,79.72,76.06,71.55, , , 
2019-06-14 00:45:00,79.64,76.06,71.48, , , 
2019-06-14 01:00:00,79.41,77.37,71.76, , , 
2019-06-14 01:15:00,79.64,76.06,71.48, , , 
2019-06-14 01:30:00,79.49,76.15,71.36, , , 
2019-06-14 01:45:00,79.56,76.90,71.73, , , 
2019-06-14 02:00:00,79.49,75.56,71.13, , , 
2019-06-14 02:15:00,79.33,76.58,71.38, , , 
2019-06-14 02:30:00,79.56,76.49,71.57, , , 
2019-06-14 02:45:00,79.49,75.21,71.00, , , 
2019-06-14 03:00:00,79.41,76.15,71.29, , , 
2019-06-14 03:15:00,79.25,76.87,71.42, , , 
2019-06-14 03:30:00,79.25,77.45,71.64, , , 
2019-06-14 03:45:00,79.33,77.54,71.75, , , 
2019-06-14 04:00:00,79.49,76.61,71.54, , , 
2019-06-14 04:15:00,79.41,77.08,71.64, , , 
2019-06-14 04:30:00,79.41,76.44,71.40, , , 
2019-06-14 04:45:00,79.33,77.42,71.70, , , 
2019-06-14 05:00:00,79.25,76.93,71.44, , , 
2019-06-14 05:15:00,79.25,77.51,71.66, , , 
2019-06-14 05:30:00,79.41,77.54,71.82, , , 
2019-06-14 05:45:00,79.56,77.92,72.12, , , 
2019-06-14 06:00:00,79.56,77.86,72.09, , , 
2019-06-14 06:15:00,79.72,77.57,72.13, , , 
2019-06-14 06:30:00,80.18,76.70,72.25, , , 
2019-06-14 06:45:00,81.34,73.86,72.25, , , 
2019-06-14 07:00:00,83.50,70.76,73.05, , , 
2019-06-14 07:15:00,83.50,71.36,73.30, , , 
2019-06-14 07:30:00,84.81,69.39,73.73, , , 
2019-06-14 07:45:00,86.90,65.37,73.93, , , 
2019-06-14 08:00:00,87.36,65.15,74.27, , , 
2019-06-14 08:15:00,88.68,61.80,73.93, , , 
2019-06-14 08:30:00,89.76,59.09,73.61, , , 
2019-06-14 08:45:00,90.68,58.19,74.01, , , 
2019-06-14 09:00:00,89.22,62.35,74.70, , , 
2019-06-14 09:15:00,87.36,64.42,73.93, , , 
2019-06-14 09:30:00,79.49,81.59,73.41, , , 
2019-06-14 09:45:00,79.10,83.83,73.84, , , 
2019-06-14 10:00:00,83.89,74.74,75.06, , , 
2019-06-14 10:15:00,86.13,69.69,75.11, , , 
2019-06-14 10:30:00,85.97,69.01,74.66, , , 
2019-06-14 10:45:00,84.58,73.25,75.12, , , 
2019-06-14 11:00:00,81.26,80.93,74.90, , , 
2019-06-14 11:15:00,83.50,71.77,73.47, , , 
2019-06-14 11:30:00,86.20,72.10,76.20, , , 
2019-06-14 11:45:00,87.44,65.18,74.35, , , 
2019-06-14 12:00:00,85.51,66.72,73.22, , , 
2019-06-14 12:15:00,84.12,70.47,73.52, , , 
2019-06-14 12:30:00,84.27,71.77,74.22, , , 
2019-06-14 12:45:00,86.28,67.57,74.33, , , 
2019-06-14 13:00:00,88.29,61.77,73.55, , , 
2019-06-14 13:15:00,90.53,61.46,75.51, , , 
2019-06-14 13:30:00,91.53,58.78,75.11, , , 
2019-06-14 13:45:00,86.74,66.81,74.43, , , 
2019-06-14 14:00:00,87.05,67.36,74.97, , , 
2019-06-14 14:15:00,89.37,62.11,74.73, , , 
2019-06-14 14:30:00,90.53,58.69,74.12, , , 
2019-06-14 14:45:00,88.98,61.34,74.00, , , 
2019-06-14 15:00:00,86.36,66.54,73.95, , , 
2019-06-14 15:15:00,85.59,68.05,73.88, , , 
2019-06-14 15:30:00,87.05,68.29,75.38, , , 
2019-06-14 15:45:00,86.74,67.33,74.66, , , 
2019-06-14 16:00:00,90.14,60.94,74.89, , , 
2019-06-14 16:15:00,87.59,66.18,74.96, , , 
2019-06-14 16:30:00,85.59,69.51,74.52, , , 
2019-06-14 16:45:00,84.89,68.92,73.59, , , 
2019-06-14 17:00:00,84.51,68.95,73.24, , , 
2019-06-14 17:15:00,85.05,68.56,73.59, , , 
2019-06-14 17:30:00,84.81,69.57,73.80, , , 
2019-06-14 17:45:00,83.19,72.78,73.59, , , 
2019-06-14 18:00:00,82.50,74.48,73.61, , , 
2019-06-14 18:15:00,82.03,73.01,72.57, , , 
2019-06-14 18:30:00,81.49,75.42,73.02, , , 
2019-06-14 18:45:00,81.03,77.25,73.28, , , 
2019-06-14 19:00:00,80.64,77.51,73.01, , , 
2019-06-14 19:15:00,80.34,77.16,72.58, , , 
2019-06-14 19:30:00,80.03,77.89,72.55, , , 
2019-06-14 19:45:00,79.95,78.35,72.65, , , 
2019-06-14 20:00:00,80.10,79.30,73.16, , , 
2019-06-14 20:15:00,80.26,79.96,73.56, , , 
2019-06-14 20:30:00,80.49,79.53,73.63, , , 
2019-06-14 20:45:00,80.49,78.87,73.38, , , 
2019-06-14 21:00:00,80.41,77.08,72.62, , , 
2019-06-14 21:15:00,80.26,77.63,72.68, , , 
2019-06-14 21:30:00,80.18,78.55,72.96, , , 
2019-06-14 21:45:00,80.18,79.36,73.26, , , 
2019-06-14 22:00:00,80.26,79.04,73.22, , , 
2019-06-14 22:15:00,80.18,80.76,73.78, , , 
2019-06-14 22:30:00,80.34,80.71,73.91, , , 
2019-06-14 22:45:00,79.95,81.13,73.69, , , 
2019-06-14 23:00:00,79.87,79.90,73.16, , , 
2019-06-14 23:15:00,80.10,79.36,73.18, , , 
2019-06-14 23:30:00,80.03,79.82,73.28, , , 
2019-06-14 23:45:00,80.10,80.33,73.55, , , 
2019-06-15 00:00:00,80.18,80.22,73.58, , , 
2019-06-15 00:15:00,78.79,83.41,73.39, , , 
2019-06-15 00:30:00,76.86,88.15,73.14, , , 
2019-06-15 00:45:00,76.71,87.57,72.79, , , 
2019-06-15 01:00:00,76.32,89.84,73.17, , , 
2019-06-15 01:15:00,75.86,91.10,73.13, , , 
2019-06-15 01:30:00,76.01,92.44,73.72, , , 
2019-06-15 01:45:00,76.78,89.89,73.65, , , 
2019-06-15 02:00:00,77.32,88.54,73.73, , , 
2019-06-15 02:15:00,77.56,87.65,73.65, , , 
2019-06-15 02:30:00,77.94,86.84,73.76, , , 
2019-06-15 02:45:00,78.17,87.29,74.14, , , 
2019-06-15 03:00:00,78.33,85.64,73.72, , , 
2019-06-15 03:15:00,78.40,85.52,73.76, , , 
2019-06-15 03:30:00,78.56,82.84,72.96, , , 
2019-06-15 03:45:00,78.17,86.42,73.84, , , 
2019-06-15 04:00:00,77.71,86.78,73.51, , , 
2019-06-15 04:15:00,77.56,85.89,73.05, , , 
2019-06-15 04:30:00,77.86,84.23,72.77, , , 
2019-06-15 04:45:00,78.02,83.69,72.73, , , 
2019-06-15 05:00:00,78.25,84.29,73.17, , , 
2019-06-15 05:15:00,78.40,83.86,73.17, , , 
2019-06-15 05:30:00,78.71,85.22,73.95, , , 
2019-06-15 05:45:00,77.71,88.70,74.16, , , 
2019-06-15 06:00:00,77.71,87.70,73.82, , , 
2019-06-15 06:15:00,78.10,85.16,73.33, , , 
2019-06-15 06:30:00,78.87,82.84,73.26, , , 
2019-06-15 06:45:00,79.95,82.98,74.37, , , 
2019-06-15 07:00:00,80.88,80.76,74.46, , , 
2019-06-15 07:15:00,82.65,77.37,74.90, , , 
2019-06-15 07:30:00,82.88,76.06,74.61, , , 
2019-06-15 07:45:00,83.89,74.71,75.05, , , 
2019-06-15 08:00:00,84.04,73.78,74.82, , , 
2019-06-15 08:15:00,85.97,70.64,75.37, , , 
2019-06-15 08:30:00,86.82,69.24,75.58, , , 
2019-06-15 08:45:00,86.20,69.51,75.11, , , 
2019-06-15 09:00:00,87.59,68.83,76.13, , , 
2019-06-15 09:15:00,87.98,67.75,76.03, , , 
2019-06-15 09:30:00,87.52,67.66,75.55, , , 
2019-06-15 09:45:00,87.59,67.78,75.67, , , 
2019-06-15 10:00:00,91.38,59.28,75.22, , , 
2019-06-15 10:15:00,92.38,59.31,76.17, , , 
2019-06-15 10:30:00,89.83,62.17,75.20, , , 
2019-06-15 10:45:00,93.00,57.60,75.87, , , 
2019-06-15 11:00:00,91.53,58.22,74.82, , , 
2019-06-15 11:15:00,91.22,59.46,75.17, , , 
2019-06-15 11:30:00,88.44,64.03,74.77, , , 
2019-06-15 11:45:00,92.54,59.59,76.46, , , 
2019-06-15 12:00:00,94.16,54.86,75.48, , , 
2019-06-15 12:15:00,95.01,54.45,76.04, , , 
2019-06-15 12:30:00,94.39,54.35,75.41, , , 
2019-06-15 12:45:00,94.31,52.05,74.05, , , 
2019-06-15 13:00:00,94.54,53.06,74.83, , , 
2019-06-15 13:15:00,93.54,55.11,75.04, , , 
2019-06-15 13:30:00,95.39,52.08,75.06, , , 
2019-06-15 13:45:00,95.78,50.85,74.69, , , 
2019-06-15 14:00:00,91.07,56.45,73.47, , , 
2019-06-15 14:15:00,88.75,61.31,73.76, , , 
2019-06-15 14:30:00,88.29,62.02,73.67, , , 
2019-06-15 14:45:00,87.29,64.42,73.86, , , 
2019-06-15 15:00:00,90.84,58.47,74.30, , , 
2019-06-15 15:15:00,91.53,57.48,74.44, , , 
2019-06-15 15:30:00,92.38,56.79,74.87, , , 
2019-06-15 15:45:00,92.30,56.79,74.80, , , 
2019-06-15 16:00:00,90.99,59.25,74.84, , , 
2019-06-15 16:15:00,90.99,59.25,74.84, , , 
2019-06-15 16:30:00,88.83,61.31,73.84, , , 
2019-06-15 16:45:00,88.91,62.32,74.40, , , 
2019-06-15 17:00:00,86.67,65.33,73.69, , , 
2019-06-15 17:15:00,84.89,67.96,73.18, , , 
2019-06-15 17:30:00,83.81,70.76,73.35, , , 
2019-06-15 17:45:00,82.96,72.07,73.08, , , 
2019-06-15 18:00:00,82.65,72.60,73.00, , , 
2019-06-15 18:15:00,82.19,74.07,73.15, , , 
2019-06-15 18:30:00,81.80,74.92,73.12, , , 
2019-06-15 18:45:00,81.34,75.82,73.03, , , 
2019-06-15 19:00:00,81.18,75.27,72.66, , , 
2019-06-15 19:15:00,81.03,76.79,73.10, , , 
2019-06-15 19:30:00,80.88,76.29,72.76, , , 
2019-06-15 19:45:00,80.64,77.51,73.01, , , 
2019-06-15 20:00:00,80.80,77.05,72.98, , , 
2019-06-15 20:15:00,80.95,76.67,72.98, , , 
2019-06-15 20:30:00,81.03,76.67,73.06, , , 
2019-06-15 20:45:00,81.11,76.67,73.13, , , 
2019-06-15 21:00:00,80.95,77.25,73.21, , , 
2019-06-15 21:15:00,80.72,80.82,74.33, , , 
2019-06-15 21:30:00,80.26,79.50,73.39, , , 
2019-06-15 21:45:00,80.72,78.03,73.28, , , 
2019-06-15 22:00:00,80.95,78.00,73.50, , , 
2019-06-15 22:15:00,80.80,78.58,73.57, , , 
2019-06-15 22:30:00,78.64,84.20,73.52, , , 
2019-06-15 22:45:00,77.17,88.07,73.41, , , 
2019-06-15 23:00:00,77.32,87.65,73.42, , , 
2019-06-15 23:15:00,77.48,88.12,73.74, , , 
2019-06-15 23:30:00,78.33,85.97,73.84, , , 
2019-06-15 23:45:00,78.71,84.31,73.63, , , 
2019-06-16 00:00:00,78.87,84.68,73.91, , , 
2019-06-16 00:15:00,79.10,83.81,73.83, , , 
2019-06-16 00:30:00,79.25,84.37,74.18, , , 
2019-06-16 00:45:00,78.95,84.37,73.88, , , 
2019-06-16 01:00:00,79.18,85.75,74.59, , , 
2019-06-16 01:15:00,79.10,86.17,74.66, , , 
2019-06-16 01:30:00,79.18,86.20,74.75, , , 
2019-06-16 01:45:00,78.79,86.48,74.47, , , 
2019-06-16 02:00:00,78.17,89.64,74.94, , , 
2019-06-16 02:15:00,77.94,90.50,74.99, , , 
2019-06-16 02:30:00,77.79,90.47,74.83, , , 
2019-06-16 02:45:00,77.56,90.44,74.59, , , 
2019-06-16 03:00:00,77.56,89.89,74.41, , , 
2019-06-16 03:15:00,77.63,91.35,74.97, , , 
2019-06-16 03:30:00,77.71,89.04,74.27, , , 
2019-06-16 03:45:00,77.79,90.03,74.68, , , 
2019-06-16 04:00:00,77.71,89.15,74.31, , , 
2019-06-16 04:15:00,77.71,87.26,73.67, , , 
2019-06-16 04:30:00,77.86,88.62,74.29, , , 
2019-06-16 04:45:00,77.48,85.89,72.97, , , 
2019-06-16 05:00:00,76.71,84.99,71.90, , , 
2019-06-16 05:15:00,76.55,88.07,72.81, , , 
2019-06-16 05:30:00,77.09,88.07,73.34, , , 
2019-06-16 05:45:00,77.56,88.65,73.99, , , 
2019-06-16 06:00:00,78.17,89.20,74.79, , , 
2019-06-16 06:15:00,79.02,85.72,74.43, , , 
2019-06-16 06:30:00,80.03,83.47,74.62, , , 
2019-06-16 06:45:00,80.64,82.62,74.91, , , 
2019-06-16 07:00:00,81.80,79.21,74.78, , , 
2019-06-16 07:15:00,82.57,78.23,75.16, , , 
2019-06-16 07:30:00,84.89,73.78,75.64, , , 
2019-06-16 07:45:00,85.51,73.34,76.05, , , 
2019-06-16 08:00:00,84.89,73.31,75.44, , , 
2019-06-16 08:15:00,86.05,71.06,75.62, , , 
2019-06-16 08:30:00,84.66,73.28,75.21, , , 
2019-06-16 08:45:00,83.89,76.64,75.81, , , 
2019-06-16 09:00:00,89.29,66.57,76.75, , , 
2019-06-16 09:15:00,92.07,62.11,77.28, , , 
2019-06-16 09:30:00,88.83,65.30,75.73, , , 
2019-06-16 09:45:00,89.06,68.35,77.32, , , 
2019-06-16 10:00:00,88.29,65.00,75.08, , , 
2019-06-16 10:15:00,89.45,66.09,76.67, , , 
2019-06-16 10:30:00,84.97,76.17,76.67, , , 
2019-06-16 10:45:00,87.98,69.72,76.89, , , 
2019-06-16 11:00:00,91.84,61.59,76.80, , , 
2019-06-16 11:15:00,93.93,59.22,77.57, , , 
2019-06-16 11:30:00,95.47,55.98,77.31, , , 
2019-06-16 11:45:00,94.31,57.20,76.88, , , 
2019-06-16 12:00:00,92.92,58.10,76.06, , , 
2019-06-16 12:15:00,92.61,58.57,76.01, , , 
2019-06-16 12:30:00,93.85,57.70,76.71, , , 
2019-06-16 12:45:00,95.24,56.23,77.23, , , 
2019-06-16 13:00:00,94.93,57.23,77.47, , , 
2019-06-16 13:15:00,93.77,56.36,75.93, , , 
2019-06-16 13:30:00,92.46,60.39,76.79, , , 
2019-06-16 13:45:00,95.39,55.73,77.10, , , 
2019-06-16 14:00:00,92.00,59.59,75.95, , , 
2019-06-16 14:15:00,93.85,55.86,75.73, , , 
2019-06-16 14:30:00,95.78,53.16,76.03, , , 
2019-06-16 14:45:00,94.23,55.42,75.85, , , 
